PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15
DI;22VAH063Y;;BNS;2200;A_2000;"G.BOX HSS  VIBR-CE ""Y""";Yes;ИСТИНА;ЛОЖЬ;;534;;;;;;;;;;;97;ИСТИНА;8846;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;05.03;13;10;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C358_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;358;;;;;;;0;;;;2946;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI101Q2;;FLD;2200;A_P20_1;CLUTCH IN BEARING - NDE;Yes;ИСТИНА;ЛОЖЬ;;599;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;1008;ЛОЖЬ;8274;;None;None;None;None;;;;-100;-100;;;;-XXXXX.X;3.76;21;;05.06;17;15;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C668_1_A;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;2468;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XV400_OOS;;COM;;;;No;ЛОЖЬ;ЛОЖЬ;;774;;;;;;;0;;;;6541;ИСТИНА;8212;None;;;;;;0=OVERRIDE;0=OVERRIDE;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;585_5;;;2200;P-2005S;;;ЛОЖЬ;ЛОЖЬ;;585;;;;;;;0;;;;5200;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C686_2_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;686;;;;;;;0;;;;2023;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;514_8;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;514;;;;;;;0;;;;5110;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1327_2_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1327;;;;;;;0;;;;6393;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C704_1_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;2212;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;343_390_2;;;2000;H-2002;21PAH114_I;;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;2627;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;530_568_3;;;2200;P-2005;22VSHH061XY;;ЛОЖЬ;ЛОЖЬ;;568;;;;;;;0;;;;1388;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;518_576_1;;;2200;P-2005;22TAHH081M2_I;;ЛОЖЬ;ЛОЖЬ;;576;;;;;;;0;;;;5126;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;476_274_3;;;2000;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;4073;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI081B2;;FLD;2200;A_P20_1;PUMP THRUST BEAR - DE;Yes;ИСТИНА;ЛОЖЬ;;505;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;888;ЛОЖЬ;8262;;None;None;None;None;;;;-100;-100;;;;-XXXXX.X;3.76;21;;05.06;15;2;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C290_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;4413;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;454_452_3;;;2000;;21HS115;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;979;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;446_450_1;;;2000;;FLAME OUT 149-160;;ЛОЖЬ;ЛОЖЬ;;450;;Float;;;;;0;;;;148;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;674_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;674;;;;;;;0;;;;1943;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20PI374A_TF;;COM;2000;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;203;;;;;;;0;;;;97;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C310_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;3806;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20LI174_TF;;COM;2000;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;674;;;;;;;0;;;;1945;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI137A2;;FLD;2200;A_P20_1;PUMP LINE BEARING TEMP;Yes;ИСТИНА;ЛОЖЬ;;685;ИСТИНА;Float;4-20mA;-40;150;°C;;;;;168;ЛОЖЬ;8221;;None;None;None;None;;;;-87.5;-87.5;;;;-XXXXX.X;3.76;21;;05.06;5;9;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI183_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;644;;;;;;;0;;;;5456;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH081Q;;COM;2200;A_2000;CLUTCH IN BEARING - NDE;No;ЛОЖЬ;ЛОЖЬ;;521;;;;;;;0;;;;1254;ИСТИНА;8850;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C585_2_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;585;;;;;;;0;;;;6007;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY080_HWO_05_04;;FLD;2000;A_2000;FEED VALVE CMD TO ESD04;Yes;ИСТИНА;ЛОЖЬ;;408;;;;;;;0;;;;95;ИСТИНА;9834;None;;;;;;0=TRIP;;;;;;;Undefined;;;;05.09;13;8;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C514_1_B;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;514;;;;;;;0;;;;3525;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI101Q_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;599;;;;;;;0;;;;5457;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20FALL064A_FU;;COM;2000;A_2000;FEED GAS FROM E-2008;No;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;1012;ИСТИНА;9576;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;596_11;;;2200;P-2005S;;;ЛОЖЬ;ЛОЖЬ;;596;;;;;;;0;;;;5902;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;298_3;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;298;;;;;;;;100 ms;20;;2568;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;564_1330_2;;;2000;;20HS078B_I;;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;1633;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20SIS264_HWO_05_07;;FLD;2000;A_2000;SAFENET TO SM7;Yes;ИСТИНА;ЛОЖЬ;;762;;;;;;;0;;;;94;ИСТИНА;9833;None;;;;;;0=TRIP;;;;;;;Undefined;;;;05.09;13;7;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL163;;COM;2100;A_2000;BURNER 63 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;316;;;;;;;0;;;;599;ИСТИНА;8206;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;350_382_4;;;2000;;FUEL GAS TO MAIN BURNERS;;ЛОЖЬ;ЛОЖЬ;;382;;;;;;;0;;;;786;ЛОЖЬ;0;;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;402_319_10;;;2000;;INHIBIT FLAME ON;;ЛОЖЬ;ЛОЖЬ;;319;;;;;;;0;;;;5239;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;512_144_2;;;2200;P-2005;22TI081G_MO;;ЛОЖЬ;ЛОЖЬ;;144;;;;;;;0;;;;5091;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;519_1341_1;;;2200;P-2051;22TAHH081N2_I;;ЛОЖЬ;ЛОЖЬ;;1341;;;;;;;0;;;;2768;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1324_2_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;6422;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C712_3;;;2000;;Compiler marker (389, 138);;ЛОЖЬ;ЛОЖЬ;;712;;;;;;;0;;;;1759;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;608_628_4;;;2200;P-2005S;22VSHH085XY;;ЛОЖЬ;ЛОЖЬ;;628;;;;;;;0;;;;6617;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C284_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;284;;;;;;;0;;;;3859;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20LALL193_CA;;COM;2000;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;692;;;;;;;0;;;;1969;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C428_1_D;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;428;;;;;;;0;;;;3618;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C502_2_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;502;;;;;;;0;;;;4925;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI401CD_HH;;COM;2200;;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;649;;Float;;;;;0;;;;764;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XZSO156_MOC;;COM;2000;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;2371;ИСТИНА;8207;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL117;;COM;2100;A_2000;BURNER 17 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;542;ИСТИНА;8208;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XZSO169_MOR;;COM;2000;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;742;;;;;;;0;;;;5458;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C526_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;3494;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;679_3;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;679;;;;;;;0;;;;2031;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;298_2;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;298;;;;;;;;100 ms;5;;2564;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2312_A;;;;;1=MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;2312;;;;;;;0;;;;133;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;364_4;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;652;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS405B;;PNL;2000;A_2000;CLOSE VALVE 20XV405;Yes;ИСТИНА;ЛОЖЬ;;562;;;;;;;;;;;45;ИСТИНА;8209;None;;;;;;0=CLOSE;;;;;;;Undefined;491;3428;;05.03;5;6;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI101L_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;595;;;;;;;0;;;;1535;ИСТИНА;8855;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;259_3;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;259;;;;;;;;100 ms;20;;1268;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;774_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;774;;;;;;;0;;;;6527;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI135A_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;684;;;;;;;0;;;;2052;ИСТИНА;8857;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C590_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;590;;;;;;;0;;;;5978;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;259_174_6;;;2000;;21BI106_MO;;ЛОЖЬ;ЛОЖЬ;;174;;;;;;;0;;;;4202;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C595_4_C;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;595;;;;;;;0;;;;5958;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;542_5;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;542;;;;;;;0;;;;2816;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;694_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;694;;;;;;;0;;;;2361;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
