PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
M;604_1;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;604;;;;;;;0;;;;2152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;966_192_1;;;2000;;20LI143_MO;;ЛОЖЬ;ЛОЖЬ;;192;;;;;;;0;;;;2736;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C435_2_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;435;;;;;;;0;;;;3669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1392_2_K;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1392;;;;;;;0;;;;7540;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1405_2_M;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1405;;;;;;;0;;;;7704;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;20LI133_LL;;COM;2000;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;802;;Float;;;;;0;;;;1014;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XL303A;;LCP;2100;A_2000;READY TO OPEN MAIN GAS;Yes;ИСТИНА;ЛОЖЬ;;770;;;;;;;0;;;;328;ЛОЖЬ;12580;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;21.05;13;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22T121YY2_FU;;COM;2000;;P-2007 SUCTION VALVE;No;ЛОЖЬ;ЛОЖЬ;;1391;;;;;;;0;;;;2695;ИСТИНА;12603;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C609_2_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;609;;;;;;;0;;;;3226;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1192_9;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1192;;;;;;;0;;;;6768;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20PI263A_TF;;COM;2000;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;804;;;;;;;0;;;;3807;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1401_1_L;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1401;;;;;;;0;;;;7709;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI327_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;640;;Float;;;;;0;;;;1190;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22PI122_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;430;;;;;;;0;;;;6034;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20PI263A;;FLD;2000;;CHPS VAPOR FROM V-2008;Yes;ИСТИНА;ЛОЖЬ;;804;ИСТИНА;Float;4-20mA;0;25;MPa;;;;;1308;ЛОЖЬ;12098;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;21.04;17;5;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1290_9;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;1290;;;;;;;0;;;;6753;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C365_2_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;365;;;;;;;0;;;;3755;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1381_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1381;;;;;;;0;;;;7432;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;754_688_1;;;2000;;FLAME OUT INTERLOCK;;ЛОЖЬ;ЛОЖЬ;;688;;;;;;;0;;;;7844;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS770;;COM;2000;A_2000;20-I-070 RESET;No;ИСТИНА;ИСТИНА;;902;;;;;;;0;;;;6035;ИСТИНА;12582;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY198_P;;COM;2000;;P-2016 EMERGENCY SD;No;ИСТИНА;ЛОЖЬ;;956;;;;;;;0;;;;2090;ИСТИНА;12141;None;;;;;;1=ACTIVE;1=ACTIVE;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;CC_CCB_4;ESD_001_7;36;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1268_2;;;;;Compiler marker (160, 7);;ЛОЖЬ;ЛОЖЬ;;1268;;;;;;;0;;;;1553;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI177A2_TF;;COM;2200;A_P20_1;PUMP LINE BEAR TEMP .;No;ЛОЖЬ;ЛОЖЬ;;1188;;;;;;;0;;;;6438;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH177B;;COM;2200;A_P20_1;PUMP THRUST BEAR TEMP .;No;ЛОЖЬ;ЛОЖЬ;;1190;;;;;;;0;;;;2475;ИСТИНА;12583;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;595_143_1;;;4100;;20PT382_MO;;ЛОЖЬ;ЛОЖЬ;;143;;;;;;;0;;;;4534;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21-ExtComFaultCC1;;SYS;;;Ext com fault Com ch 1;Yes;ЛОЖЬ;;;16;;;;;;;;;;;6;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C595_3_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;595;;;;;;;0;;;;5292;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS119;;COM;5800;A_5800;58-I-019 RESET;No;ИСТИНА;ИСТИНА;;1114;;;;;;;0;;;;6036;ИСТИНА;12585;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;652_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;652;;;;;;;;100 ms;5;;684;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI305B2;;FLD;2200;A_P20_1;P-2019 PUMP BEAR TEMP;Yes;ИСТИНА;ЛОЖЬ;;1176;ИСТИНА;Float;4-20mA;-40;100;°C;;;;;1160;ЛОЖЬ;13424;;None;None;None;None;;;;-75;-75;;;;-XXXXX.X;3.76;21;;21.07;17;2;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21TAHH303_PA;;COM;2100;A_2000;2oo3 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;760;;;;;;;0;;;;1718;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI935_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;281;;;;;;;0;;;;6037;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS112;;COM;5800;A_5800;58-I-012 RESET;No;ИСТИНА;ИСТИНА;;1120;;;;;;;0;;;;6038;ИСТИНА;12588;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1194_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1194;;;;;;;;100 ms;5;;2748;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121R_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;447;;;;;;;0;;;;1181;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH910A_CA;;COM;2200;A_2000;MOTOR BEAR TEMP;No;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;6516;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C932_2_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;932;;;;;;;0;;;;5082;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1080_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1080;;;;;;;;100 ms;5;;1648;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C609_3_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;609;;;;;;;0;;;;3767;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1400_12;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1400;;;;;;;0;;;;7642;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;448_8;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;448;;;;;;;0;;;;6639;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;625_3;;;2100;;;;ЛОЖЬ;ЛОЖЬ;;625;;;;;;;0;;;;4161;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C368_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;368;;;;;;;0;;;;7217;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58XY006_P;;COM;5800;A_P58_1;P-5841 EMERGENCY SD;No;ИСТИНА;ЛОЖЬ;;1152;;;;;;;0;;;;818;ИСТИНА;13164;None;;;;;;1=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;4496;;;;;;;;;Output;CC_CCB_7;ESD_001_7;60;;;;;;;;;;;;;;;;;;;;;;;;
DI;20FI286_MOR;;COM;2000;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1230;;;;;;;0;;;;6039;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL317;;COM;2100;A_2000;BURNER N° 17;No;ЛОЖЬ;ЛОЖЬ;;630;;;;;;;0;;;;1602;ИСТИНА;12591;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21AI301AC_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;90;;;;;;;0;;;;187;ИСТИНА;13535;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;766_4;;;2100;;;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;2054;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1100_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1100;;;;;;;0;;;;4328;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;624_746_3;;;2100;;21BALL311_I;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1973;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI121E_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;436;;;;;;;0;;;;1135;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1198_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1198;;;;;;;;100 ms;5;;128;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C668_2_F;;;2100;2100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;1063;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C281_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;281;;;;;;;0;;;;7289;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1392_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1392;;;;;;;0;;;;7367;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2460_5;;;1000;;;;ЛОЖЬ;ЛОЖЬ;;2460;;;;;;;0;;;;619;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI313_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;626;;Float;;;;;0;;;;1134;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI151_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;360;;;;;;;0;;;;965;ИСТИНА;12593;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C764_1_C;;;2100;2100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;764;;;;;;;0;;;;5319;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;282_8;;;2000;P-2003S;;;ЛОЖЬ;ЛОЖЬ;;282;;;;;;;0;;;;6776;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;606_2;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;;100 ms;5;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;654_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;0;;;;1795;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C360_3_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;360;;;;;;;0;;;;7262;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1242_272_1;;;2000;V-2023;20FALL316_I;;ЛОЖЬ;ЛОЖЬ;;272;;;;;;;0;;;;1046;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
