PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11
M;2367_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2367;;;;;;;0;;;;1233;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI921_TF;;COM;740-20;A_C74021;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;631;;;;;;;0;;;;2017;ИСТИНА;13809;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;304_2;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;304;;;;;;;;100 ms;10;;152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C705_8_G;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;705;;;;;;;0;;;;6415;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;73TI068A3;;FLD;730-30;A_C73031;CM7303001A W DE WINDING;Yes;ИСТИНА;ЛОЖЬ;;917;ИСТИНА;Float;4-20mA;0;250;°C;;;;;220;ЛОЖЬ;15291;;None;None;None;None;;;;-62.5;-62.5;;;;-XXXXX.X;3.76;21;;07.05;1;5;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73TI023A_MOC;;COM;730-30;A_73030;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;431;;;;;;;0;;;;1517;ИСТИНА;13810;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C606_2_D;;;C742001;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;686;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88XY005;;MCC;880-14;A_P88014;EMERGENCY STOP P8801402B;Yes;ИСТИНА;ЛОЖЬ;;270;;;;;;;0;;;;267;ИСТИНА;13811;None;;;;;;0=STOP;;;;;;;Undefined;491;3428;;07.10;3;4;1;Appl;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C766_1_C;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;5700;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;73TI104B;;FLD;730-30;A_73030;TURB B OUTLET OIL;Yes;ИСТИНА;ЛОЖЬ;;461;ИСТИНА;Float;4-20mA;0;150;°C;;;;;96;ЛОЖЬ;15302;;None;None;None;None;;;;-37.5;-37.5;;;;-XXXXX.X;3.76;21;;07.04;13;8;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74ZSHH802_MOR;;COM;740-20;A_C74022;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;721;;;;;;;0;;;;4019;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C533_3_G;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;533;;;;;;;0;;;;6650;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C741_6_F;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;741;;;;;;;0;;;;6339;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;601_999_1;;;C742001;;74ZAHH831_I;;ЛОЖЬ;ЛОЖЬ;;999;;;;;;;0;;;;3178;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;907_3;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;907;;;;;;;0;;;;1083;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C573_1_F;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;573;;;;;;;0;;;;3019;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;917_6;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;917;;;;;;;;100 ms;5;;928;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;703_6;;;C742002;;;;ЛОЖЬ;ЛОЖЬ;;703;;;;;;;;100 ms;5;;1836;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74PI053_MOR;;COM;740-20;A_74020;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;320;;;;;;;0;;;;3792;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;647_116_3;;;C742001;;74VSHH906AB;;ЛОЖЬ;ЛОЖЬ;;116;;;;;;;0;;;;5076;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1061_1_K;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1061;;;;;;;0;;;;4691;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C731_4_D;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;731;;;;;;;0;;;;5940;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C318_3_E;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;318;;;;;;;0;;;;6025;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;403_7;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;403;;;;;;;;100 ms;5;;1316;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74PDI913_TF;;COM;740-20;A_C74021;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;625;;;;;;;0;;;;2001;ИСТИНА;13814;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI906C2_CA;;COM;C742002;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;747;;;;;;;0;;;;2830;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XL900KB;;PNL;730-30;A_73030;ESD MOS ACT/REL A 73030;Yes;ИСТИНА;ЛОЖЬ;;155;;;;;;;0;;;;313;ЛОЖЬ;13815;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;07.08;1;2;1;Appl;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73TAHH077B1_CA;;COM;730-30;A_C73031;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;957;;;;;;;0;;;;4785;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74PI814;;FLD;740-20;A_C74022;C7402002AX FEED OIL;Yes;ИСТИНА;ЛОЖЬ;;691;ИСТИНА;Float;4-20mA;0;600;кПа;;;;;560;ЛОЖЬ;15320;;None;None;None;None;;;;-150;-150;;;;-XXXXX.X;3.64;22;;07.05;11;5;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI831B2_TF;;COM;C742002;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;705;;;;;;;0;;;;3663;ИСТИНА;14583;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;595_999_2;;;C742001;;74VAHH834B_I;;ЛОЖЬ;ЛОЖЬ;;999;;;;;;;0;;;;3165;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2430_C;;;;;      ????;;ЛОЖЬ;ЛОЖЬ;;2430;;Float;;;;;0;;;;28;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73ZSHH002B_1;;BNS;730-30;A_C73031;C7303001B POS GEAR HS 1;Yes;ИСТИНА;ЛОЖЬ;;981;;;;;;;;;;;242;ИСТИНА;13816;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.08;11;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;73PI125A;;FLD;730-30;A_73030;TURB INLET OIL;Yes;ИСТИНА;ЛОЖЬ;;415;ИСТИНА;Float;4-20mA;0;1.6;MPa;;;;;36;ЛОЖЬ;14572;;None;None;None;None;;;;-0.4;-0.4;;;;-XXXXX.X;3.64;22;;07.04;11;10;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;731_8;;;C742002;;;;ЛОЖЬ;ЛОЖЬ;;731;;;;;;;;100 ms;10;;1396;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI939B_CA;;COM;C742001;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;641;;;;;;;0;;;;2804;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;74TI861B_HI;;COM;730-30;;HI ALARM SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;585;;Float;;;;;0;;;;970;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;10499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;433_1;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;433;;;;;;;;100 ms;5;;232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74PI908;;FLD;740-20;A_C74021;C7402001SX INLET 1 STEP;Yes;ИСТИНА;ЛОЖЬ;;629;ИСТИНА;Float;4-20mA;-100;150;кПа;;;;;428;ЛОЖЬ;15325;;None;None;None;None;;;;-162.5;-162.5;;;;-XXXXX.X;3.64;22;;07.05;7;6;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C919_5_F;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;919;;;;;;;0;;;;2216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;635_1511_5;;;;;74TI936B2 TF;;ЛОЖЬ;ЛОЖЬ;;1511;;;;;;;0;;;;5071;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;987_8;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;987;;;;;;;0;;;;177;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;547_1;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;547;;;;;;;0;;;;1918;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2490_B;;;;;Reset Signal / 1=Reset;;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;2788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;733_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;733;;;;;;;0;;;;2510;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;417_5;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;417;;;;;;;0;;;;1579;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73PI105B_MOR;;COM;730-30;A_C73031;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;959;;;;;;;0;;;;3793;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;585_1509_5;;;;;74TI861B2 TF;;ЛОЖЬ;ЛОЖЬ;;1509;;;;;;;0;;;;4938;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;787_2;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;787;;;;;;;0;;;;2592;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74HS700A;;PNL;740-20;A_74020;ESD MOS EN A 74020;Yes;ИСТИНА;ЛОЖЬ;;157;;;;;;;;;;;42;ИСТИНА;13818;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;07.03;5;3;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH894_FU;;COM;740-20;;C-7402002BX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1027;;;;;;;0;;;;3529;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;631_5;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;631;;;;;;;;100 ms;5;;1684;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74XY933_P;;COM;740-20;A_C74021;C-7402002BX Heater A air/oil reser;No;ЛОЖЬ;ЛОЖЬ;;767;;;;;;;0;;;;3013;ЛОЖЬ;0;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_3;ESD_002_1;49;;;;;;;;;;;;;;;;
M;C457_7_E;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;457;;;;;;;0;;;;6688;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;439_7;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;439;;;;;;;0;;;;490;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73TI022A1_TF;;COM;730-30;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;431;;;;;;;0;;;;406;ИСТИНА;14578;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI909B_CA;;COM;C742002;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;751;;;;;;;0;;;;2840;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74PALL889A_CA;;COM;C742002;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;731;;;;;;;0;;;;5852;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1011_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1011;;;;;;;0;;;;3240;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;73LI004B1;;FLD;740-20;;N2/H2O COOL TOWER LEV;Yes;ИСТИНА;ЛОЖЬ;;463;ИСТИНА;Float;4-20mA;0;100;%;;;;;1364;ЛОЖЬ;14577;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;07.08;9;2;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73PAL106A;;COM;730-30;;LO ALARM;No;ЛОЖЬ;ЛОЖЬ;;909;;;;;;;0;;;;1219;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;429_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;429;;;;;;;;100 ms;5;;216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C628_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;628;;;;;;;0;;;;6535;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73PI143_MOR;;COM;730-30;A_C73032;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;533;;;;;;;0;;;;3794;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;585_603_2;;;730-30;;74TAHH861B_I;;ЛОЖЬ;ЛОЖЬ;;603;;;;;;;0;;;;2364;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74PALL889;;COM;740-20;A_C74022;C7402002BX PRS FEED OIL;No;ЛОЖЬ;ЛОЖЬ;;731;;;;;;;0;;;;2090;ИСТИНА;13821;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C306_3_C;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;306;;;;;;;0;;;;3672;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VAH802B;;BNS;740-20;A_C74022;C7402002AX COUNT VIB Y;Yes;ИСТИНА;ЛОЖЬ;;719;;;;;;;;;;;155;ИСТИНА;13822;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;1;4;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C435_2_D;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;435;;;;;;;0;;;;5715;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
