PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18
DO;41XA240AC;;F01;;;STEAM CURTAIN FOR H-4101B;No;ИСТИНА;ЛОЖЬ;;505;;;;;;;0;;;;1199;ЛОЖЬ;43451;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.17;13;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1616;;;;;;;;;;;;;;;;
DI;FGS_001_3.20XA970_1;;FSC;;;Fl.GD act. in 2000#3-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;136;;;;;;;0;;;;3833;ЛОЖЬ;42282;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;FGS_001_1;FGS_001_3;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;480_485_1;;;;;58HS163F;;ЛОЖЬ;ЛОЖЬ;;485;;;;;;;0;;;;3674;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;172_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;172;;;;;;;0;;;;2017;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA486BF;;FFB;;;DEL.VLV. 20XV-486 MANUALLY ACTIVATED;No;ИСТИНА;ЛОЖЬ;;141;;;;;;;0;;;;1274;ЛОЖЬ;43496;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.18;7;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1671;;;;;;;;;;;;;;;;
DI;FGS_411_1.41XA397_1;;FSC;;;MCP act. in CH-41-1-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;445;;;;;;;0;;;;3216;ЛОЖЬ;42329;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;64;;;;;;;;;;;;;;;;;;;;
M;C617_5_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;617;;;;;;;0;;;;948;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C455_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;455;;;;;;;0;;;;6989;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;469_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;469;;;;;;;0;;;;733;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;66_921_6;;;;;FDAP-C LAMP TEST;;ЛОЖЬ;ЛОЖЬ;;921;;;;;;;0;;;;2800;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;31-RepairTimerStart_CP1;;SYS;;;Repair time started CP1;Yes;ЛОЖЬ;;;22;;;;;;;;;;;26;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1934;;;;;;;;;;;;;;;;
M;915_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;915;;;;;;;0;;;;2379;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;63_296_1;;;;;FGS_001_4.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;296;;;;;;;0;;;;1540;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_4.58XA941_1;;FSC;;;T.GD act. in CB-00-1-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;386;;;;;;;0;;;;4037;ЛОЖЬ;42035;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_4;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C180_6_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;7621;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;426_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;426;;;;;;;0;;;;3543;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C425_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;6908;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.41XL267AB;;FSC;;;GAS MO ACT. in IB-41-1;Yes;ИСТИНА;ЛОЖЬ;;517;;;;;;;0;;;;3246;ЛОЖЬ;42399;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;94;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_2.58HS202B_ENB;;FSC;;;FIRE MOS 5800#2 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;889;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_2;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XA967_2;;FSC;;;MCP act. in CH-20-3-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;245;;;;;;;0;;;;2601;ЛОЖЬ;42194;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_101_1.30XL528_2;;FSC;;;T.GD act. in 30GT528;Yes;ЛОЖЬ;ЛОЖЬ;;98;;;;;;;0;;;;53;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_101_1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS991D1;;F01;;;FGS MOS ENABLE AREA 2000-4;Yes;ИСТИНА;ЛОЖЬ;;160;;;;;;;;;;;162;ЛОЖЬ;42628;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;1;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;619;;;;;;;;;;;;;;;;
DI;FGS_101_1.10XA1009_1;;FSC;;;FD act. in hot PH FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;807;;;;;;;0;;;;5063;ЛОЖЬ;42175;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_101_1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;375_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;375;;;;;;;0;;;;6624;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;80_1828_5;;;;;20HS861A;;ЛОЖЬ;ЛОЖЬ;;1828;;;;;;;0;;;;594;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS202A1;;F01;;;FGS MOS ENABLE AREA 5800;Yes;ИСТИНА;ЛОЖЬ;;290;;;;;;;;;;;178;ЛОЖЬ;42643;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;3;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;635;;;;;;;;;;;;;;;;
DI;20HS863G;;G01;;;ACKNOWLEDGE HORNS AND BEACONS (GAS) IN SECT 2000-2;No;ИСТИНА;ЛОЖЬ;;111;;;;;;;;;;;56;ИСТИНА;42516;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;1;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;497;;;;;;;;;;;;;;;;
DI;FGS_101_1.10XL257AB;;FSC;;;SC MO act. in 1000;Yes;ИСТИНА;ЛОЖЬ;;827;;;;;;;0;;;;5106;ЛОЖЬ;43889;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_101_1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_411_1.58HS207A_REL;;FSC;;;GAS MOS AH-58-1 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;481;;;;;;;0;;;;3376;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_411_1;34;;;;;;;;;;;;;;;;;;;;
M;467_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;467;;;;;;;0;;;;3702;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_2.20HS991H_REL;;FSC;;;FIRE MOS CH-20-3 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;869;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_2;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.58PAH133;;FSC;;;LP DV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;178;;;;;;;0;;;;2560;ЛОЖЬ;42144;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C245_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;245;;;;;;;0;;;;7411;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XA1007C;;F01;;;Panel lamp;No;ИСТИНА;ЛОЖЬ;;905;;;;;;;0;;;;1070;ЛОЖЬ;43381;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.16;11;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1519;;;;;;;;;;;;;;;;
M;C141_8_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;141;;;;;;;0;;;;7418;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;813_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;813;;;;;;;0;;;;2152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;526_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;5424;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;147_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;147;;;;;;;0;;;;1653;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;907_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;907;;;;;;;0;;;;2242;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_4.58XA168_1;;FSC;;;T.GD act. in 5800#1-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;296;;;;;;;0;;;;4029;ЛОЖЬ;42015;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_4;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C127_12_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;8029;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2470_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;553;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;432_20;;;;;;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;5029;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;183_23;;;;;;;ЛОЖЬ;ЛОЖЬ;;183;;;;;;;0;;;;4624;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;396_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;396;;;;;;;0;;;;3455;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_101_1.10HS257A_REL;;FSC;;;SC MOS 1000 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;820;;;;;;;0;;;;1985;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_101_1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;VM 31.03/15/17;;SYS;;;;Yes;ЛОЖЬ;;;12;ИСТИНА;Float;0-5V (VM);0;5.2;V;;;;;64;ЛОЖЬ;0;;None;None;None;None;;;;;;;;;-XXXXX.X;2.5;3.9;;31.03;15;17;1;Scan;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;697_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;697;;;;;;;0;;;;1233;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;130_145_2;;;;;20HS864F;;ЛОЖЬ;ЛОЖЬ;;145;;;;;;;0;;;;803;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;183_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;183;;;;;;;0;;;;1017;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C396_5_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;396;;;;;;;0;;;;6941;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;286_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;286;;;;;;;0;;;;1277;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;416_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;3525;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;122_17;;;;;;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;1447;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;657_18;;;;;;;ЛОЖЬ;ЛОЖЬ;;657;;;;;;;0;;;;1045;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C127_10_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;8014;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C173_4_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;173;;;;;;;0;;;;7741;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;120_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;2790;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;186_24;;;;;;;ЛОЖЬ;ЛОЖЬ;;186;;;;;;;0;;;;4641;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;180_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;4188;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C562_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;562;;;;;;;0;;;;996;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_301_1.30XL367AB;;FSC;;;FIRE MO act. in 3000;Yes;ИСТИНА;ЛОЖЬ;;930;;;;;;;0;;;;5250;ЛОЖЬ;42411;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_301_1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C142_6_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;142;;;;;;;0;;;;7412;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
