НомерГруппы;ИмяГруппы;Точка1;Точка2;Точка3;Точка4;Точка5;Точка6;Точка7;Точка8;Точка9;Точка10;Точка11;Точка12;Точка13;Точка14;Точка15;Точка16;Точка17;Точка18;Точка19;Точка20;Точка21;Точка22;Точка23;Точка24;Точка25;Точка26;Точка27;Точка28;Точка29;Точка30;Точка31;Точка32
2235;1000.NORM_REZHYMA9;10UIQ076.DACA.PV;10PI033.DACA.PV;10LI006A.DACA.PV;10LI006B.DACA.PV;10PI034.DACA.PV;10LI007A.DACA.PV;10LI007B.DACA.PV;10PI176.DACA.PV;10LI048A.DACA.PV;10LI048B.DACA.PV;10TI735A.DACA.PV;10TI735B.DACA.PV;10TI746A.DACA.PV;10TI746B.DACA.PV;10TI755A.DACA.PV;10TI755B.DACA.PV;10TI765A.DACA.PV;10TI765B.DACA.PV;10TI771.DACA.PV;10TI773.DACA.PV;10TI778.DACA.PV;10TI776.DACA.PV;10TI786.DACA.PV;10TI784.DACA.PV;;;;;;;;
2236;1000.NORM_REZH_NARUCH;10TC284.PIDA.PV;10TI124.DACA.PV;10TI161.DACA.PV;10TC066.PIDA.PV;10FI061C.DACA.PV;43PC452.DACA.PV;43PC458.DACA.PV;43PC464.DACA.PV;43PC482.DACA.PV;43FI402.DACA.PV;43PC488.DACA.PV;43PC485.DACA.PV;43PC494.DACA.PV;10TI001.DACA.PV;10AI900A2.PV;10AI900B2.PV;10AI900C2.PV;10AI950A2.PV;10AI950B2.PV;10AI950C2.PV;43TC045.PIDA.PV;10FI033.DACA.PV;10FI039.DACA.PV;10FI050.DACA.PV;;;;;;;;
2241;1000 P 5 H1001B 2;10FI039.DACA.PV;10FI040.DACA.PV;10PI047.DACA.PV;10PI048.DACA.PV;10PI050.DACA.PV;10TI101.DACA.PV;10TI102.DACA.PV;10TI103.DACA.PV;10TI104.DACA.PV;10PC816A.DACA.PV;10PC852.DACA.PV;10PI843.PV;10PC810.DACA.PV;10PDC813.DACA.PV;;;;;;;;;;;;;;;;;;
2245;;10FI806.PV;10FI806C.PV;10FI906.PV;10FY906C.PV;10PI807.PV;10PI907.PV;10PC806.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;
2249;1000 P 1 MA3UT;10FQ001A.DACA.PV;10FQ001B.DACA.PV;10PI001.DACA.PV;10TI001.DACA.PV;10TI010.DACA.PV;10TI011.DACA.PV;10PI017.DACA.PV;10LI002A.DACA.PV;10LI002B.DACA.PV;10TI054.DACA.PV;10TI055.DACA.PV;;;;;;;;;;;;;;;;;;;;;
2250;KOLOHHA;10PI001.DACA.PV;10TI010.DACA.PV;10TI011.DACA.PV;10PC016.PIDA.PV;10TI054.DACA.PV;10TI055.DACA.PV;10TC179.PIDA.PV;10TI182.DACA.PV;10FC091.PIDA.PV;10TI165.DACA.PV;10TI805A.PV;10LI016.PV;10TC162.PIDA.PV;10LI015.PV;10LI007A.DACA.PV;10LI008.PV;10LI009.PV;10LI007A.DACA.PV;10PI033.DACA.PV;10PI034.DACA.PV;10LI016.PV;;;;;;;;;;;
2251;1000 P 2 H1001A 1;10PC906.PIDA.PV;10TI914.PV;10AI950C2.PV;10FC031A.PIDA.PV;10FC031B.PIDA.PV;10FC031C.PIDA.PV;10FC031D.PIDA.PV;10FC031E.PIDA.PV;10FC031F.PIDA.PV;10FC031G.PIDA.PV;10FC031H.PIDA.PV;10FC032A.PIDA.PV;10FC032B.PIDA.PV;10FC032C.PIDA.PV;10FC032D.PIDA.PV;10FC032E.PIDA.PV;10FC032F.PIDA.PV;10FC032G.PIDA.PV;10FC032H.PIDA.PV;10TC074.PIDA.PV;;;;;;;;;;;;
2252;1000COLD;10FC805.PIDA.PV;10FC905.PIDA.PV;43FI402.DACA.PV;43PI562.DACA.PV;43TI559.DACA.PV;10TI921.DACA.PV;10TI821.DACA.PV;43TC555.PIDA.PV;43TC554.PIDA.PV;43TI498.DACA.PV;10TI224.DACA.PV;10TI223.DACA.PV;10TI225.DACA.PV;10TI226.DACA.PV;10TI270.DACA.PV;10PI227.DACA.PV;10TI271.DACA.PV;10TI273.DACA.PV;43PI564.PV;10TI276.DACA.PV;10UIQ122.DACA.PV;10TC218.PIDA.PV;10TC110.PIDA.PV;10PI105.DACA.PV;10PC164.PIDA.PV;10PI819A.PV;10PI919A.PV;;;;;
2253;1000 P 4 H1001B 1;10PC806.PIDA.PV;10TI814.PV;10AI900C2.PV;10FC037A.PIDA.PV;10FC037B.PIDA.PV;10FC037C.PIDA.PV;10FC037D.PIDA.PV;10FC037E.PIDA.PV;10FC037F.PIDA.PV;10FC037G.PIDA.PV;10FC037H.PIDA.PV;10FC038A.PIDA.PV;10FC038B.PIDA.PV;10FC038C.PIDA.PV;10FC038D.PIDA.PV;10FC038E.PIDA.PV;10FC038F.PIDA.PV;10FC038G.PIDA.PV;10FC038H.PIDA.PV;10TC091.PIDA.PV;;;;;;;;;;;;
2254;;10FC038A.PIDA.PV;10FC038B.PIDA.PV;10FC038C.PIDA.PV;10FC038D.PIDA.PV;10FC038E.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;
2255;1000 P 7 T1001 A;10PC077.PIDA.PV;10TC122.DACA.PV;10AI050.DACA.PV;10TI124.DACA.PV;10TI123.DACA.PV;10FC043.PIDA.PV;10LC010.PIDA.PV;10TI126.DACA.PV;10TC129.PIDA.PV;10FC044.PIDA.PV;10LC011.PIDA.PV;10FC045.PIDA.PV;10TI127.DACA.PV;10TC131.PIDA.PV;10FC046.PIDA.PV;10FC095.PIDA.PV;10LC012.PIDA.PV;10TI132.DACA.PV;10FC047.PIDA.PV;10LC012.PIDA.PV;10TI136.DACA.PV;10TI133.DACA.PV;10FC048.PIDA.PV;10FI049.DACA.PV;10LC013.PIDA.PV;10FI050.DACA.PV;10TI135.DACA.PV;10TC121.PIDA.PV;10FI042.DACA.PV;10TC066.PIDA.PV;10FC041.PIDA.PV;
2256;1000 P 9  PAR;10FC021.PIDA.PV;10FI023.DACA.PV;10PI033.DACA.PV;10LI006A.DACA.PV;10FC022.PIDA.PV;10FI024.DACA.PV;10PI034.DACA.PV;10LI007B.DACA.PV;10FC103.PIDA.PV;10FC106.PIDA.PV;10FI104.DACA.PV;10PI176.DACA.PV;10FI064.DACA.PV;10FI065.DACA.PV;10TI234.DACA.PV;10TC247.PIDA.PV;10TC284.PIDA.PV;10TC266.PIDA.PV;10TI249.DACA.PV;;;;;;;;;;;;;
2257;;43LI060.PV;10TI249.DACA.PV;10PI176.DACA.PV;10FC103.PIDA.PV;10FC106.PIDA.PV;10FC021.PIDA.PV;10FI023.DACA.PV;10PI033.DACA.PV;10FC022.PIDA.PV;10FI024.DACA.PV;10PI034.DACA.PV;10TI234.DACA.PV;10PC184.PIDA.PV;10PI943.PV;10PI843.PV;10PDC193.PIDA.PV;10TC240A.PIDA.PV;10TC240B.PIDA.PV;;;;;;;;;;;;;;
2258;1000 P 9.3 OB 430 15 B;43PC452.PIDA.PV;43PC458.PIDA.PV;43PC464.PIDA.PV;43PI470.DACA.PV;43PI473.DACA.PV;43PI476.DACA.PV;43PC482.PIDA.PV;43PC485.PIDA.PV;43PC488.PIDA.PV;43PC494.PIDA.PV;43PC498.PIDA.PV;43TC554.PIDA.PV;43TC555.PIDA.PV;43TC552.PIDA.PV;43TC553.PIDA.PV;43PC496.PIDA.PV;93PC077.PIDA.PV;93PC078.PIDA.PV;;;;;;;;;;;;;;
2259;;43LI060.PV;43TC040.PIDA.PV;43LI061.PV;43TC041.PIDA.PV;43LI062.PV;43TC042.PIDA.PV;43LI068.PV;43TC048.PIDA.PV;43LI069.PV;43TC049.PIDA.PV;43LI113.PV;43TC111.PIDA.PV;43LI114.PV;43TC112.PIDA.PV;43LI070.PV;43TC050.PIDA.PV;43LI071.PV;43TC051.PIDA.PV;43LI066.PV;43TC046.PIDA.PV;43LI067.PV;43TC047.PIDA.PV;43LI063.PV;43TC043.PIDA.PV;43LI064.PV;43TC044.PIDA.PV;43LI065.PV;43TC045.PIDA.PV;43LI470.DACA.PV;;;
2260;1000 Anan'ev.H1001a;10PC906.PIDA.PV;10TI914.PV;10AI950A2.PV;10FC021.DACV.PV;10TI054.DACA.PV;10TI087.DACA.PV;10FC031A.PIDA.OP;10FC031B.PIDA.OP;10FC031C.PIDA.OP;10FC031D.PIDA.OP;10FC031E.PIDA.OP;10FC031F.PIDA.OP;10FC031G.PIDA.OP;10FC031H.PIDA.OP;10TI072A.PV;10TI075A.PV;10TI076A.PV;10TI077A.PV;10TI250A.PV;10TI251A.PV;10TI252A.PV;10TI253A.PV;10PI944.PV;10PDC913.PIDA.PV;10PC910.PIDA.PV;10TC201.PIDA.PV;10PC916B.PIDA.PV;10TI085.DACA.PV;;;;
2261;1000 Anan'ev.H1001b;10TI089A.PV;10TI092A.PV;10TI093A.PV;10TI094A.PV;10TI258A.PV;10TI259A.PV;10TI260A.PV;10TI261A.PV;10PI844.PV;10PDC813.PIDA.PV;10PI176.DACA.PV;10PC816B.PIDA.PV;10PC810.PIDA.PV;10PI105.DACA.PV;10TI814.PV;10PC806.PIDA.PV;10AI900A2.PV;10FC022.PIDA.PV;10TI102.DACA.PV;10TI055.DACA.PV;10TI104.DACA.PV;10FC037A.PIDA.OP;10FC037B.PIDA.OP;10FC037C.PIDA.OP;10FC037D.PIDA.OP;10FC037E.PIDA.OP;10FC037F.PIDA.OP;10FC037G.PIDA.OP;10FC037H.PIDA.OP;;;
2262;1000 Anan'ev.T1001;10PI240.DACA.PV;10FC043.PIDA.PV;10FC044.DACA.PV;10FC045.PIDA.PV;10FC046.PIDA.PV;10FC047.PIDA.PV;10FC048.PIDA.PV;10LI016.PV;10LI017.PV;10LI018.PV;10LI019.PV;10LC014.PIDA.PV;10PI204.DACA.PV;10PI001.DACA.PV;10LI024.PV;10TI124.DACA.PV;10FI050.DACA.PV;10LI055.PV;10LC002.PIDA.PV;43PC498.PIDA.PV;10PC165.PIDA.PV;10LI021.PV;10FC091.PIDA.PV;43PC482.PIDA.PV;43PC494.PIDA.PV;10PC089.PIDA.PV;10PI086.DACA.PV;10PC077.DACA.PV;10PI024.DACA.PV;10FC041.PIDA.PV;10PI018.DACA.PV;10PI081.DACA.PV
2263;1000 Anan'ev.;43LI060.PV;43LI061.PV;43LI062.PV;43LI063.PV;43LI064.PV;43LI065.PV;43LI066.PV;43LI067.PV;43LI068.PV;43LI069.PV;43LI070.PV;43LI071.PV;43PI499.DACA.PV;43LI113.PV;43LI114.PV;43TC111.PIDA.PV;43TC112.PIDA.PV;43TC040.PIDA.PV;43TC041.PIDA.PV;43TC042.PIDA.PV;43TC043.PIDA.PV;43TC044.PIDA.PV;43TC045.PIDA.PV;43TC046.PIDA.PV;43TC047.PIDA.PV;43TC048.PIDA.PV;43TC049.PIDA.PV;43TC050.PIDA.PV;43TC051.PIDA.PV;43PI564.PV;93PC078.PIDA.PV;93PC077.PIDA.PV
2264;z;43TC040.PIDA.PV;43TC041.PIDA.PV;43TC042.PIDA.PV;43TC043.PIDA.PV;43TC044.PIDA.PV;43TC045.PIDA.PV;43TC046.PIDA.PV;43TC047.PIDA.PV;43TC048.PIDA.PV;43TC049.PIDA.PV;10TC247.PIDA.PV;43TC112.PIDA.PV;43PC452.DACA.PV;43PC482.PIDA.OP;43PC494.PIDA.OP;;;;;;;;;;;;;;;;;
2265;1000 Anan'ev.pechi-par;10PC906.PIDA.PV;10PC806.PIDA.PV;10LC048.DACA.PV;10LC006.DACA.PV;10LC007.DACA.PV;10PI176.DACA.PV;10AI950C2.PV;10AI900C2.PV;10PI944.PV;10PI844.PV;10UIQ076.DACA.PV;10FC106.PIDA.PV;10TI089A.PV;10TI092A.PV;10TI093C.PV;10TI094A.PV;10TI258A.PV;10TI259A.PV;10TI260A.PV;10TI261A.PV;10TI072A.PV;10TI075A.PV;10TI076A.PV;10TI077A.PV;10TI250A.PV;10TI251A.PV;10TI252A.PV;10TI253A.PV;10PI201.DACA.PV;10PI203.DACA.PV;10TC074.PIDA.PV;10TC091.PIDA.PV
2266;c.1000;43LI062.PV;43LI113.PV;10FI061C.ALMENBSTATE;10FI061C.DACA.PV;10FI093C.ALMENBSTATE;10FI093C.DACA.PV;10FC091.PIDA.PV;10PC077.PIDA.PV;10FI001.DACA.PV;10TI071.DACA.PV;10TC074.PIDA.PV;10TC091.PIDA.PV;43LI061.PV;10PI019.DACA.PV;;;;;;;;;;;;;;;;;;
2267;3000_НОРМЫ 1;30TI007.DACA.PV;30TI007.DACA.PV;30LI001A.DACA.PV;30TI019.DACA.PV;30FC012.DACA.PV;30TI028A.DACA.PV;30TI031A.DACA.PV;30TI905A.PV;30PC906.DACA.PV;30PI943.PV;30FI905.DACA.PV;30TI104.DACA.PV;30TC036.DACA.PV;30TI033.DACA.PV;30TI034.DACA.PV;30PC026.PIDA.PV;30FI024.DACA.PV;10TI133.DACA.PV;30FI025.DACA.PV;30FI069.DACA.PV;10LC013.PIDA.PV;30TC038.DACA.PV;30TI040.DACA.PV;10PI094.DACA.PV;30TC036.DACA.PV;30TC037.DACA.PV;30TC038.PIDA.PV;30TI040.DACA.PV;30TC039.DACA.PV;30PI033.DACA.PV;30FC028.DACA.PV;
2268;3000_НОРМЫ 2;30FC026.DACA.PV;30PI056.PV;30FC027.DACA.PV;30FC046.DACA.PV;30TI091.DACA.PV;30TI092.DACA.PV;30TI093.DACA.PV;30FC031.DACA.PV;30LI007A.DACA.PV;30TC047.DACA.PV;30TI048.DACA.PV;30PC055.DACA.PV;30LC019.DACA.PV;30LC015.DACA.PV;30PI056.PV;30TI053.DACA.PV;30FI034.DACA.PV;30FC032.DACA.PV;30TI041.DACA.PV;30FC029.DACA.PV;30LC012.DACA.PV;30FC030.DACA.PV;30TI063.DACA.PV;30PC069.DACA.PV;30LC024.DACA.PV;30LC026.DACA.PV;30FC035.DACA.PV;30TI010.DACA.PV;30PDI035.DACA.PV;30PDI007.DACA.PV;30PI074B.PV;30TI022.DACA.PV
2269;1000 P 3 H1001A 2;10FI033.DACA.PV;10FI034.DACA.PV;10PI036.DACA.PV;10PI037.DACA.PV;10PI039.DACA.PV;10TI084.DACA.PV;10TI085.DACA.PV;10TI086.DACA.PV;10TI087.DACA.PV;10PC916A.DACA.PV;10PC952.DACA.PV;10PI943.PV;10TC201.DACA.PV;10PC910.DACA.PV;10PDC913.DACA.PV;;;;;;;;;;;;;;;;;
2270;;10LC034.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2271;1000 P 9.1 OB 430 11;43LI060.PV;43LI061.PV;43LI062.PV;43LI063.PV;43PI063.PV;43LI064.PV;43PI064.PV;43LI066.PV;43PI066B.PV;43TC046.PIDA.PV;43TI066.PV;43LI067.PV;43PI067B.PV;43TC047.PIDA.PV;43TI067.PV;43LI068.PV;43PI068B.PV;43TC048.PIDA.PV;43TI068.PV;43LI069.PV;43PI069B.PV;43TC049.PIDA.PV;43TI069.PV;43LI070.PV;43TC050.PIDA.PV;43TI070.PV;43LI071.PV;43TC051.PIDA.PV;43TI071.PV;;;
2273;;43TC554.PIDA.PV;43TC555.PIDA.PV;43TC552.PIDA.PV;43TC553.PIDA.PV;43LI469.PV;43PI497.DACA.PV;43LI467.DACA.PV;43PC496.PIDA.PV;43LI470.DACA.PV;43TI499.DACA.PV;43PI564.PV;43PI561.DACA.PV;43FI402.DACA.PV;43TI557.DACA.PV;43PI560.DACA.PV;43TI558.DACA.PV;43PDI412.DACA.PV;43PDI401.DACA.PV;43PDI402.DACA.PV;43PDI403.DACA.PV;43PDI404.DACA.PV;43PDI405.DACA.PV;43PDI406.DACA.PV;43PDI413.DACA.PV;43PDI414.DACA.PV;43PDI409.DACA.PV;43PDI410.DACA.PV;43PDI415.DACA.PV;43PDI416.DACA.PV;43PDI407.DACA.PV;43PDI408.DACA.PV;43PDI411.DACA.PV
2274;1000.NORMY_Ob43015;93LI002.DACA.PV;93LI003.DACA.PV;43PI063.PV;43PI064.PV;43PI066B.PV;43PI067B.PV;43PI068B.PV;43PI069B.PV;43PI113B.PV;43PI114B.PV;43PC452.PIDA.PV;43TC554.PIDA.PV;43TC553.PIDA.PV;43TC555.PIDA.PV;43TC552.PIDA.PV;43PC458.PIDA.PV;43TI067.PV;43TI068.PV;43PC464.PIDA.PV;43PI470.DACA.PV;43PI473.DACA.PV;43PI476.DACA.PV;43TI069.PV;43TI070.PV;43PC482.PIDA.PV;43PC485.PIDA.PV;43PC488.PIDA.PV;43TI071.PV;43TI113.PV;43PC494.PIDA.PV;43TI114.PV;
2275;;43TI901A.PV;43TI901B.PV;43PI901A.DACA.PV;43PI901B.DACA.PV;43LI901A.DACA.PV;43LI901B.DACA.PV;43TI903A.PV;43TI903B.PV;43PI903A.DACA.PV;43PI903B.DACA.PV;43LI903A.DACA.PV;43LI903B.DACA.PV;43TI905A.PV;43TI905B.PV;43PI905A.DACA.PV;43PI905B.DACA.PV;43LI905A.DACA.PV;43LI905B.DACA.PV;43TI907A.PV;43TI907B.PV;43PI907A.DACA.PV;43PI907B.DACA.PV;43LI907A.DACA.PV;43LI907B.DACA.PV;43TI913A.PV;43TI913B.PV;43PI913A.DACA.PV;43PI913B.DACA.PV;43LI913A.DACA.PV;43PI913B.DACA.PV;43LI913B.DACA.PV;
2277;NCX.D;10TI123.DACA.PV;10TI124.DACA.PV;10TC016.PIDA.PV;10TI126.DACA.PV;10TC039.PIDA.PV;10TI127.DACA.PV;10TI136.DACA.PV;10TC066.PIDA.PV;10TC121.PIDA.PV;10TC091.PIDA.PV;10TC122.PIDA.PV;10FC043.PIDA.PV;10FC044.PIDA.PV;10FC045.PIDA.PV;10FC046.PIDA.PV;10FC047.PIDA.PV;10FC048.PIDA.PV;10FI049.DACA.PV;10FI042.DACA.PV;10FI056.DACA.PV;10FI001.DACA.PV;10FI067.DACA.PV;10FI061C.DACA.PV;10FI093C.DACA.PV;10FC116.PIDA.PV;10FI050.DACA.PV;10TI135.DACA.PV;10TC129.PIDA.PV;10TC131.PIDA.PV;10TI133.DACA.PV;10TI132.DACA.PV;
2280;;43PC458.PIDA.PV;43LI064.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2284;;10FC029.PIDA.PV;10FC031A.PIDA.PV;10FC031B.PIDA.PV;10FC031C.PIDA.PV;10FC031D.PIDA.PV;10FC031E.PIDA.PV;10FC031F.PIDA.PV;10FC031G.PIDA.PV;10FC031H.PIDA.PV;10FI030A.PV;10FI030B.PV;10FI030C.PV;10FI030D.PV;10FI030E.PV;10FI030F.PV;10FI030G.PV;10FI030H.PV;;;;;;;;;;;;;;;
2285;;10FC035.PIDA.PV;10FC037A.PIDA.PV;10FC037B.PIDA.PV;10FC037C.PIDA.PV;10FC037D.PIDA.PV;10FC037E.PIDA.PV;10FC037F.PIDA.PV;10FC037G.PIDA.PV;10FC037H.PIDA.PV;10FI036A.PV;10FI036B.PV;10FI036C.PV;10FI036D.PV;10FI036E.PV;10FI036F.PV;10FI036G.PV;10FI036H.PV;10FC037C.PIDA.SP;10FC037G.PIDA.SP;10FC035.PIDA.SP;;;;;;;;;;;;
2287;;10PC806.PIDA.PV;10PI807.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2290;;10AI950A2.PV;10PI807.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2291;;41SB26PURGCONT1.PCPP.PV;41SB26PURGCONT1.PCPP.SP;41SB26PURGCONT1.PCPP.OP;41PC215.pida.pv;41PI172.daca.pv;41PC175A.pida.pv;;;;;;;;;;;;;;;;;;;;;;;;;;
2292;;41SB19DUMPCONT1.PCBD1.PV;41SB19DUMPCONT1.PCBD1.SP;41SB19DUMPCONT1.PCBD1.OP;41PC215.pida.pv;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2293;;41SB20DUMPCONT2.PCBD2.PV;41SB20DUMPCONT2.PCBD2.SP;41SB20DUMPCONT2.PCBD2.OP;41PC215.pida.pv;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2294;;30PI027B.DACA.PV;30PI143A.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2299;;10PI907.PV;10PC906.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2300;;30LI002.PV;30FC002.PIDA.OP;30FC002.PIDA.PV;30FC002.PIDA.SP;30HS005.DACA.PV;30LC001.PIDA.OP;30LC001.PIDA.PV;30LC001.PIDA.SP;30LI001A.DACA.PV;30LI001B.DACA.PV;30PDI007.DACA.PV;30PDI035.DACA.PV;30TC039.PIDA.OP;30TC039.PIDA.PV;30TC039.PIDA.SP;30TI007.DACA.PV;30TI010.DACA.PV;30TI017.DACA.PV;30TI001.DACA.PV;30FI053.DACA.PV;30TI018.DACA.PV;30EI001A.DACA.PV;30EI001S.DACA.PV;30EI003A.DACA.PV;30EI003S.DACA.PV;;;;;;;
2301;;30TI943.PV;30TI944.PV;30TI945.PV;30TI946.PV;30TI947.PV;30TI948.PV;;;;;;;;;;;;;;;;;;;;;;;;;;
2302;;30FI130.DACA.PV;30FI131.DACA.PV;30FI132.DACA.PV;30FI133.DACA.PV;00XA301D01_G1B.DACA.PV;30LI951.DACA.PV;30FC750.PIDA.PV;30FC750.PIDA.OP;30FC750.PIDA.SP;;;;;;;;;;;;;;;;;;;;;;;
2303;;30HART_HISTORY.30FV013.IN[4];30HART_HISTORY.30FV013.IN[1];30FC012.PIDA.OP;30FC012.PIDA.PV;30FC012.PIDA.SP;30FC013.PIDA.OP;30FC013.PIDA.PV;30FC013.PIDA.SP;30PI103.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;
2304;;30FC014.PIDA.OP;30FC014.PIDA.PV;30FC014.PIDA.SP;30FC015.PIDA.OP;30FC015.PIDA.PV;30FC015.PIDA.SP;30FC016.PIDA.OP;30FC016.PIDA.PV;30FC016.PIDA.SP;30FC013.PIDA.PV;30FC905.PIDA.PV;30FC905.PIDA.SP;30FI003.DACA.PV;30FI003B.DACA.PV;30FI004.DACA.PV;30FI004B.DACA.PV;30FI005.DACA.PV;30FI005B.DACA.PV;30FI006.DACA.PV;30FI006B.DACA.PV;30FY003.DACA.PV;30FY004.DACA.PV;30FY005.DACA.PV;30FY006.DACA.PV;30FI138.DACA.PV;;;;;;;
2305;;30FI021.DACA.PV;30FI022.DACA.PV;30FI024.DACA.PV;30FI025.DACA.PV;30FI063.DACA.PV;30FI069.DACA.PV;30FI905.DACA.PV;30FY012A.REGCALCA.OP;30FY012B.REGCALCA.OP;30FY012C.REGCALCA.OP;30FY012D.REGCALCA.OP;30FY905A.AUTOMANA.OP;30FY905B.AUTOMANA.OP;30HC007.AUTOMANA.OP;30HC008.AUTOMANA.OP;30HC009.AUTOMANA.OP;30HC010.AUTOMANA.OP;30HC011.AUTOMANA.OP;30HC012.AUTOMANA.OP;30HC013.AUTOMANA.OP;30FQ063.DACA.PV;30FI063_TEST.DACA.PV;;;;;;;;;;
2306;;30HC014.AUTOMANA.OP;30HC021.AUTOMANA.OP;30HC900.AUTOMANA.OP;30LC005.PIDA.OP;30LC005.PIDA.PV;30LC005.PIDA.SP;30LI003.DACA.PV;30PC020.PIDA.OP;30PC020.PIDA.PV;30PC020.PIDA.SP;30PC026.PIDA.OP;30PC026.PIDA.PV;30PC026.PIDA.SP;30PC906.DACA.PV;30PDI027.DACA.PV;30PI014.DACA.PV;30PI015.DACA.PV;30PI016.DACA.PV;;;;;;;;;;;;;;
2307;;30PI017.DACA.PV;30PI023.DACA.PV;30PI027A.DACA.PV;30PI027B.DACA.PV;30PI903A.DACA.PV;30PI903B.DACA.PV;30PI903C.DACA.PV;30PI903D.DACA.PV;30PI936.DACA.PV;30PI943.PV;30PI946.DACA.PV;30TC031.PIDA.OP;30TC031.PIDA.PV;30TC031.PIDA.SP;30TC925.PIDA.OP;30TC925.PIDA.PV;30TC925.PIDA.SP;30TC930.PIDA.OP;30TC930.PIDA.PV;30TC930.PIDA.SP;30TY031.DACA.PV;30TY031.AUXCALCA.PV;30TC925.DACA.PV;;;;;;;;;
2308;;30TI013.DACA.PV;30TI019.DACA.PV;30TI022.DACA.PV;30TI028A.DACA.PV;30TI028B.DACA.PV;30TI028C.DACA.PV;30TI028D.DACA.PV;30TI031A.DACA.PV;30TI031B.DACA.PV;30TI033.DACA.PV;30TI034.DACA.PV;30TI923.DACA.PV;30TI926.DACA.PV;30UIQ045.DACA.PV;30UIQ045.DACB.PV;30TI102.DACA.PV;;;;;;;;;;;;;;;;
2309;;30LI004.PV;30LI008.PV;30LI013.PV;30FC026.PIDA.OP;30FC026.PIDA.PV;30FC026.PIDA.SP;30FC027.PIDA.OP;30FC027.PIDA.PV;30FC027.PIDA.SP;30FC028.PIDA.OP;30FC028.PIDA.PV;30FC028.PIDA.SP;30FC029.PIDA.OP;30FC029.PIDA.PV;30FC029.PIDA.SP;30FC030.PIDA.OP;30FC030.PIDA.PV;30FC030.PIDA.SP;30FC046.PIDA.OP;30FC046.PIDA.PV;30FC046.PIDA.SP;30TI011.DACA.PV;;;;;;;;;;
2310;;30HS026.DACA.PV;30LC007.PIDA.OP;30LC007.PIDA.PV;30LC007.PIDA.SP;30LC012.PIDA.OP;30LC012.PIDA.PV;30LC012.PIDA.SP;30LI007A.DACA.PV;30LI007B.DACA.PV;30PDI034.DACA.PV;30PI033.DACA.PV;30PI034A.DACA.PV;30PI034B.DACA.PV;30TC036.PIDA.OP;30TC036.PIDA.PV;30TC036.PIDA.SP;30TC037.PIDA.OP;30TC037.PIDA.PV;30TC037.PIDA.SP;30TC038.PIDA.OP;30TC038.PIDA.PV;30TC038.PIDA.SP;30HS036.DACA.PV;30HS030.DACA.PV;30konv001.DACA.PV;30LI012A.DACA.PV;30LI012.DACA.PV;;;;;
2311;;30TI040.DACA.PV;30TI041.DACA.PV;30TI091.DACA.PV;30TI092.DACA.PV;30TI093.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;
2312;;30LI016.PV;30LI018.PV;30LI022.PV;30PI056.PV;30FC031.PIDA.OP;30FC031.PIDA.PV;30FC031.PIDA.SP;30FC032.PIDA.OP;30FC032.PIDA.PV;30FC032.PIDA.SP;30FI034.DACA.PV;30HC224A.AUTOMANA.OP;30HC224B.AUTOMANA.OP;30HC225A.AUTOMANA.OP;30HC225B.AUTOMANA.OP;30HC226A.AUTOMANA.OP;30HC226B.AUTOMANA.OP;30LC015.PIDA.OP;30LC015.PIDA.PV;30LC015.PIDA.SP;30LI015A.DACA.PV;30HS015.DACA.PV;30HS019.DACA.PV;30PI056A.PV;;;;;;;;
2313;;30LC019.PIDA.OP;30LC019.PIDA.PV;30LC019.PIDA.SP;30LI021.PV;30PC055.PIDA.OP;30PC055.PIDA.PV;30PC055.PIDA.SP;30PC850.PIDA.OP;30PC850.PIDA.PV;30PC850.PIDA.SP;30PI851.DACA.PV;30PI860.DACA.PV;30PY055B.AUTOMANA.OP;30PY055C.AUTOMANA.OP;30PY850A.AUTOMANA.OP;30PY850B.AUTOMANA.OP;30SI082.DACA.PV;30SI083.DACA.PV;30SI084.DACA.PV;30SI206.DACA.PV;30LI019.DACA.PV;30LI019A.DACA.PV;30PC850.DACA.PV;30LI953.DACA.PV;;;;;;;;
